image_path,label_id,raw_label,raw_label_name,domain,dataset_id,split
ED1/alldata/1/268.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/289.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/292.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/294.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/296.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/300.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/301.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/303.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/306.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/309.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/310.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/311.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/312.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/313.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/320.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/323.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/324.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/325.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/326.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/327.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/328.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/329.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/330.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/331.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/332.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/333.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/334.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/336.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/338.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/339.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/34.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/342.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/347.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/348.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/349.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/350.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/351.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/355.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/358.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/360.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/361.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/363.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/367.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/368.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/370.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/371.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/372.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/373.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/374.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/375.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/376.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/391.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/45.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/56.png,0,1,class_0,hospital,ED1,test
ED1/alldata/1/78.png,0,1,class_0,hospital,ED1,test
ED1/alldata/2/111.png,1,2,class_1,hospital,ED1,test
ED1/alldata/2/134.png,1,2,class_1,hospital,ED1,test
ED1/alldata/2/156.png,1,2,class_1,hospital,ED1,test
ED1/alldata/2/227.png,1,2,class_1,hospital,ED1,test
ED1/alldata/2/278.png,1,2,class_1,hospital,ED1,test
ED1/alldata/2/315.png,1,2,class_1,hospital,ED1,test
ED1/alldata/2/341.png,1,2,class_1,hospital,ED1,test
ED1/alldata/2/356.png,1,2,class_1,hospital,ED1,test
ED1/alldata/2/364.png,1,2,class_1,hospital,ED1,test
ED1/alldata/3/162.png,2,3,class_2,hospital,ED1,test
ED1/alldata/3/166.png,2,3,class_2,hospital,ED1,test
ED1/alldata/3/232.png,2,3,class_2,hospital,ED1,test
ED1/alldata/3/238.png,2,3,class_2,hospital,ED1,test
ED1/alldata/3/382.png,2,3,class_2,hospital,ED1,test
ED1/alldata/4/104.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/108.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/116.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/120.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/130.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/131.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/133.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/135.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/137.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/14.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/140.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/144.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/147.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/148.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/150.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/153.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/155.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/157.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/16.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/160.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/164.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/168.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/17.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/171.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/177.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/181.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/185.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/19.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/21.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/230.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/243.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/247.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/25.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/250.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/260.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/263.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/271.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/274.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/276.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/279.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/28.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/283.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/284.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/288.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/31.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/32.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/36.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/377.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/379.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/38.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/381.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/387.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/393.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/396.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/398.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/405.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/407.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/41.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/411.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/44.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/49.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/50.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/53.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/58.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/59.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/6.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/62.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/65.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/68.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/71.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/72.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/74.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/76.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/79.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/80.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/82.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/86.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/88.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/92.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/98.png,3,4,class_3,hospital,ED1,test
ED1/alldata/4/99.png,3,4,class_3,hospital,ED1,test
ED1/alldata/5/10.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/101.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/105.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/106.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/107.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/109.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/113.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/114.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/115.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/117.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/118.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/119.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/121.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/122.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/125.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/127.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/128.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/13.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/132.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/136.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/139.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/141.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/142.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/143.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/149.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/154.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/159.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/161.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/163.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/165.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/172.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/176.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/18.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/183.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/187.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/188.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/190.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/191.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/192.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/193.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/22.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/231.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/233.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/235.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/237.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/239.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/24.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/241.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/249.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/252.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/253.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/257.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/26.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/262.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/269.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/27.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/270.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/272.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/273.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/275.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/280.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/281.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/285.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/286.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/287.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/29.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/3.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/30.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/33.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/378.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/383.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/388.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/39.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/394.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/395.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/397.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/4.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/400.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/401.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/403.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/404.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/408.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/412.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/42.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/43.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/46.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/48.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/5.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/52.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/54.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/55.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/57.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/61.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/63.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/64.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/66.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/69.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/7.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/70.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/73.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/75.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/77.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/8.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/81.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/83.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/84.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/9.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/90.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/93.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/96.png,4,5,class_4,hospital,ED1,test
ED1/alldata/5/97.png,4,5,class_4,hospital,ED1,test
ED2/alldata/1/506.png,0,1,class_0,hospital,ED2,test
ED2/alldata/1/511.png,0,1,class_0,hospital,ED2,test
ED2/alldata/1/524.png,0,1,class_0,hospital,ED2,test
ED2/alldata/1/528.png,0,1,class_0,hospital,ED2,test
ED2/alldata/1/532.png,0,1,class_0,hospital,ED2,test
ED2/alldata/1/534.png,0,1,class_0,hospital,ED2,test
ED2/alldata/1/535.png,0,1,class_0,hospital,ED2,test
ED2/alldata/1/536.png,0,1,class_0,hospital,ED2,test
ED2/alldata/1/537.png,0,1,class_0,hospital,ED2,test
ED2/alldata/1/541.png,0,1,class_0,hospital,ED2,test
ED2/alldata/2/499.png,1,2,class_1,hospital,ED2,test
ED2/alldata/2/503.png,1,2,class_1,hospital,ED2,test
ED2/alldata/2/518.png,1,2,class_1,hospital,ED2,test
ED2/alldata/3/446.png,2,3,class_2,hospital,ED2,test
ED2/alldata/3/449.png,2,3,class_2,hospital,ED2,test
ED2/alldata/3/451.png,2,3,class_2,hospital,ED2,test
ED2/alldata/4/416.png,3,4,class_3,hospital,ED2,test
ED2/alldata/4/433.png,3,4,class_3,hospital,ED2,test
ED2/alldata/4/435.png,3,4,class_3,hospital,ED2,test
ED2/alldata/4/443.png,3,4,class_3,hospital,ED2,test
ED2/alldata/4/472.png,3,4,class_3,hospital,ED2,test
ED2/alldata/4/474.png,3,4,class_3,hospital,ED2,test
ED2/alldata/4/475.png,3,4,class_3,hospital,ED2,test
ED2/alldata/4/549.png,3,4,class_3,hospital,ED2,test
ED2/alldata/4/555.png,3,4,class_3,hospital,ED2,test
ED2/alldata/5/413.png,4,5,class_4,hospital,ED2,test
ED2/alldata/5/414.png,4,5,class_4,hospital,ED2,test
ED2/alldata/5/415.png,4,5,class_4,hospital,ED2,test
ED2/alldata/5/424.png,4,5,class_4,hospital,ED2,test
ED2/alldata/5/426.png,4,5,class_4,hospital,ED2,test
ED2/alldata/5/432.png,4,5,class_4,hospital,ED2,test
ED2/alldata/5/434.png,4,5,class_4,hospital,ED2,test
ED2/alldata/5/439.png,4,5,class_4,hospital,ED2,test
ED2/alldata/5/440.png,4,5,class_4,hospital,ED2,test
ED2/alldata/5/452.png,4,5,class_4,hospital,ED2,test
ED2/alldata/5/453.png,4,5,class_4,hospital,ED2,test
ED2/alldata/5/454.png,4,5,class_4,hospital,ED2,test
ED2/alldata/5/455.png,4,5,class_4,hospital,ED2,test
ED2/alldata/5/459.png,4,5,class_4,hospital,ED2,test
ED2/alldata/5/461.png,4,5,class_4,hospital,ED2,test
ED2/alldata/5/468.png,4,5,class_4,hospital,ED2,test
ED2/alldata/5/470.png,4,5,class_4,hospital,ED2,test
ED2/alldata/5/473.png,4,5,class_4,hospital,ED2,test
ED2/alldata/5/476.png,4,5,class_4,hospital,ED2,test
ED2/alldata/5/478.png,4,5,class_4,hospital,ED2,test
ED2/alldata/5/480.png,4,5,class_4,hospital,ED2,test
ED2/alldata/5/482.png,4,5,class_4,hospital,ED2,test
ED2/alldata/5/484.png,4,5,class_4,hospital,ED2,test
ED2/alldata/5/485.png,4,5,class_4,hospital,ED2,test
ED2/alldata/5/489.png,4,5,class_4,hospital,ED2,test
ED2/alldata/5/490.png,4,5,class_4,hospital,ED2,test
ED2/alldata/5/491.png,4,5,class_4,hospital,ED2,test
ED2/alldata/5/494.png,4,5,class_4,hospital,ED2,test
ED2/alldata/5/498.png,4,5,class_4,hospital,ED2,test
ED2/alldata/5/544.png,4,5,class_4,hospital,ED2,test
ED2/alldata/5/545.png,4,5,class_4,hospital,ED2,test
ED2/alldata/5/546.png,4,5,class_4,hospital,ED2,test
ED2/alldata/5/548.png,4,5,class_4,hospital,ED2,test
ED2/alldata/5/550.png,4,5,class_4,hospital,ED2,test
ED2/alldata/5/552.png,4,5,class_4,hospital,ED2,test
ED2/alldata/5/556.png,4,5,class_4,hospital,ED2,test
ED2/alldata/5/558.png,4,5,class_4,hospital,ED2,test
ED2/alldata/5/560.png,4,5,class_4,hospital,ED2,test
ED2/alldata/5/561.png,4,5,class_4,hospital,ED2,test
ED2/alldata/5/562.png,4,5,class_4,hospital,ED2,test
ED2/alldata/5/563.png,4,5,class_4,hospital,ED2,test
ED2/alldata/5/566.png,4,5,class_4,hospital,ED2,test
ED2/alldata/5/567.png,4,5,class_4,hospital,ED2,test
ED2/alldata/5/568.png,4,5,class_4,hospital,ED2,test
ED3/alldata/1/image_0.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_1.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_10.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_100.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_101.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_103.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_104.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_105.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_106.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_107.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_108.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_109.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_110.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_111.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_112.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_113.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_114.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_116.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_117.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_118.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_119.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_12.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_120.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_121.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_122.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_123.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_124.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_125.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_126.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_127.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_128.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_129.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_13.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_130.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_131.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_132.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_133.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_134.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_135.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_136.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_137.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_138.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_139.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_14.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_140.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_142.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_143.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_144.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_145.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_147.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_148.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_15.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_150.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_151.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_152.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_154.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_155.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_156.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_158.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_16.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_160.jpg,0,1,class_0,hospital,ED3,test
ED3/alldata/1/image_161.jpg,0,1,class_0,hospital,ED3,test
