image_path,raw_label,unified_label,domain,split
train/2-1-1/augmented_image_1059_brightness_jpg.rf.de6399317f5968ce8cfbc7680423ac3c.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1061_brightness_jpg.rf.1072a8d21529e6e3215ddce414a5d67a.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1061_brightness_jpg.rf.72f6dea3be2f49438bfb79c627e7d931.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1061_brightness_jpg.rf.eacf638c3890ef0906620226d4a31741.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1064_contrast_jpg.rf.104571eb5e8e63f1d634e4cfa97b8604.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1064_contrast_jpg.rf.95462f9254051bd38384fd95872adf99.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1064_contrast_jpg.rf.a8303ad94c1f9b35c1c5101a818d5088.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1064_exposure_jpg.rf.038a2c867c3c9fb6cee3811aed5eb26d.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1064_exposure_jpg.rf.224e5d06fa3972fc48e983e16f88c548.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1064_exposure_jpg.rf.91433931e69c7962e6b91c06045a539d.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1067_contrast_jpg.rf.230769bc376be88171c2a9da40ace4dd.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1067_contrast_jpg.rf.5917ba6a4e13a2fb61c6739d551345e5.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1067_contrast_jpg.rf.d13365d33620a269dd99c490ebec5447.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1068_exposure_jpg.rf.576337ff80b35be4af92355481193782.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1068_exposure_jpg.rf.a7cf8ce6e3f254c21a7e5077155169bd.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1068_exposure_jpg.rf.d9af8df6c6647647ad34a35c72346e5b.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1087_contrast_jpg.rf.18a8f5f721b0e342f5b44b7684aedc67.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1087_contrast_jpg.rf.7fe413ef59d7825e90e88ce66e4fe48d.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1087_contrast_jpg.rf.c845eb986dbbdd860efee953e93557f1.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1087_exposure_jpg.rf.5e86039f71d28968b944a278c2694867.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1087_exposure_jpg.rf.7c6cc766a4d230190bdb6e8ffe01b77c.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1087_exposure_jpg.rf.a4a273ba0bb65c5d2d3a6fdd549cc276.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1092_contrast_jpg.rf.1ce1bb4bdec58965e7a28195a4878d5e.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1092_contrast_jpg.rf.70f9ab9a66eedcc9404e954d00f52633.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1092_contrast_jpg.rf.74f08d7b908b2135389ac3a15fe91829.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1098_exposure_jpg.rf.c634df4a2f8b865e863c24b4c20e5894.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1098_exposure_jpg.rf.dd58988d1633b6131915f378d5f881f1.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1098_exposure_jpg.rf.fe4e60a3a40f642b8fe6abae58a78d8a.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1099_brightness_jpg.rf.19f78e0e7f74d3aad309c022a44495ec.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1099_brightness_jpg.rf.774dbdc7b9e35668c86dcfaff32f26ed.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1099_brightness_jpg.rf.9eb593871495a9f64f6a20eaf2b3cad1.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_109_exposure_jpg.rf.96d8267ef0cb70089892c78bb1835451.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_109_exposure_jpg.rf.ce1b903699b81d0e8579ca49e1076894.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_109_exposure_jpg.rf.ea3ffc7a836d792b4fdabb51e135bda5.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_10_rotate_111_jpg.rf.32a81532f793dd4624874ac308b6d04c.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_10_rotate_111_jpg.rf.f11f9c96e0bfa6e42cd7e326269af316.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_10_rotate_111_jpg.rf.fc46da7abb651dd6c1d02201ef69f082.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_10_rotate_126_jpg.rf.0c46d2e82523a1683600946bf53079e8.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_10_rotate_126_jpg.rf.487a694e14279bcda44219988c206168.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_10_rotate_126_jpg.rf.649befc32d3a8cba45021947689833b6.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_10_rotate_241_jpg.rf.1593dea3fd39de9a4ea29359f8bae6d2.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_10_rotate_241_jpg.rf.80e3ddd2c680b8d026abd5901d144401.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_10_rotate_241_jpg.rf.c0a95bc81ab103b686abd58171b74e2f.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_10_rotate_266_jpg.rf.3b9e128e1411a0518d30f22019a6b23d.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_10_rotate_266_jpg.rf.8cee9f5e1872a14e1be82828d34371fb.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_10_rotate_266_jpg.rf.fbb81ada9c396cf5589f9ed71d703cb2.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_10_rotate_316_jpg.rf.5265cbfe184cc6ab628f28f48aefce43.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_10_rotate_316_jpg.rf.89b26c3e5a034033416aa44525e700dd.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_10_rotate_316_jpg.rf.d008a33966a4c22cdaa7c3393f26bc02.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1103_exposure_jpg.rf.81bd95c2c400971d38c6d2ddcae8a134.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1103_exposure_jpg.rf.e5741b680afa0b604be312d511e1f186.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1103_exposure_jpg.rf.ed130aecaa17fb44ee690e06aeb91148.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1105_exposure_jpg.rf.5aa74564dc0f56161af6bd3367422c60.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1105_exposure_jpg.rf.c1cbf98b780e71ec4352fd26d10bde03.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1105_exposure_jpg.rf.d3708a93ce71bee460782857d6211d0f.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1107_contrast_jpg.rf.0f8508b0f5e6997fdc9a91dfe8736e33.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1107_contrast_jpg.rf.585e712965956ed08bdf39816067fc27.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1107_contrast_jpg.rf.e60d35de96a72fa4f716318407c45b31.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1109_contrast_jpg.rf.262eafb99602b81b0e816a7209bf2fe0.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1109_contrast_jpg.rf.37ee56eb89a1133e50ac17425087b351.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1109_contrast_jpg.rf.c18eb3df76aae0f23ef17e001f71cc56.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1111_contrast_jpg.rf.299bed0b8d50ea128516942fa8748e81.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1111_contrast_jpg.rf.2e9fc94e118f1663efe979010155aeda.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1111_contrast_jpg.rf.9579b469ad6e2e14b87337454044b9db.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1111_exposure_jpg.rf.3268f6ae675025efe5b4ed3a604c6c79.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1111_exposure_jpg.rf.708f6bc7e115f6008cf50efa1103726d.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1111_exposure_jpg.rf.77a5496201ae77c4cc6e859befb870e1.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1114_exposure_jpg.rf.3fa5b3dafc2c465fb5d85e62d767876a.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1114_exposure_jpg.rf.4b3645ca8a4ffaf994b914a7ef069111.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1114_exposure_jpg.rf.b6794832189ee59eba9da0f5a481cc69.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1116_contrast_jpg.rf.1375168de71efd9918e85b0c4e5a9244.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1116_contrast_jpg.rf.683e4e7938cc86b1c94c7bf9a6cf1a87.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1116_contrast_jpg.rf.cbb7137e4fce5da6553bc81bd82b173c.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1119_contrast_jpg.rf.2179a87c4c0f5443a73279726d9723b6.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1119_contrast_jpg.rf.65861e3ede38be2f7cc96dac4435f836.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1119_contrast_jpg.rf.6e570410948e9f431a6428ccab29037b.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1127_brightness_jpg.rf.58f3c0c54d2286e249cca4f450f2dd7f.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1127_brightness_jpg.rf.700ffb07a1e03504babfea8d761df346.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1127_brightness_jpg.rf.f5c13e5c342064640f5c095a8e2bb020.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1133_brightness_jpg.rf.4c6db4db9cc10e7e885d9a6e00f7a933.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1133_brightness_jpg.rf.69a290517747ebb1d3fbfedfe6d9b103.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1133_brightness_jpg.rf.69fb210ce47816db4db3e5df52028aa3.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_113_brightness_jpg.rf.4d6be2520d2bd62fc6889544d7851179.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_113_brightness_jpg.rf.6375205f6ca55bdb3d6bf8eb9eeb4f71.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_113_brightness_jpg.rf.d294fe06ba6faface1d156e0ee48cfa5.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1140_exposure_jpg.rf.65dcd8d3a808c5ef5a03c33047756ad7.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1140_exposure_jpg.rf.7a79526dd9257ab6853c6145028b80f3.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1140_exposure_jpg.rf.802655121568f40357372a137178f22b.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1143_contrast_jpg.rf.14e4891a0ff925e98eb0e934fd07eaf3.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1143_contrast_jpg.rf.3ad664149663d3466aea40c712295088.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1143_contrast_jpg.rf.7e998f210a12c8659fe4ca237604e12c.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1158_brightness_jpg.rf.11c7210bf3c8647094f831a1a195b96b.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1158_brightness_jpg.rf.65cc9ba11271b2ef41ac8959e9ceeaee.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1158_brightness_jpg.rf.bc48c14533d6abe72f694074f1012b36.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1159_contrast_jpg.rf.1381ddd1e3cdd17064cebecf9ef3dbc7.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1159_contrast_jpg.rf.4a095bbca1597e11366e121c512bcc97.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1159_contrast_jpg.rf.f3fb44f1ddd2fb23a3eae7ca5b7d26ab.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1171_contrast_jpg.rf.00134ebf9b4c95904d55238c6ed82879.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1171_contrast_jpg.rf.206041fad2c77cd51b91dd193eb4631a.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1171_contrast_jpg.rf.7bbfbc82a58c1d3d2adb7e76ccf92e32.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1186_brightness_jpg.rf.44986ae33deec799e2c91c658bf456ea.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1186_brightness_jpg.rf.4def003f18ff01e0aed8fff3bf0a1ddb.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1186_brightness_jpg.rf.c1ca40f63eeeeeb0af8dd9e03e268dfd.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1192_brightness_jpg.rf.017e5ff9e0aa6da441ec2f1c75847bee.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1192_brightness_jpg.rf.1999d9e0d55fa856c2f7313770953105.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1192_brightness_jpg.rf.1a01009faab2ee747692aac9d90abd7d.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1192_contrast_jpg.rf.181f85c763acb966e0c544bf169b93fc.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1192_contrast_jpg.rf.901b04b1c213e25aa356ad26f2015e7e.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1192_contrast_jpg.rf.952f20d03fcc479a9233e10fa99a9aa9.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1195_brightness_jpg.rf.3f459fa4f6026ecc18962094970f8587.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1195_brightness_jpg.rf.8dcb4cbf3668db3ab37bd9f002c91a25.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_1195_brightness_jpg.rf.9b4554cc55add5417850fa0321424140.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_11_rotate_211_jpg.rf.75405c817ac25e2056f9d8d8bc23544f.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_11_rotate_211_jpg.rf.b16e41e5c466c017210e54d9ed599922.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_11_rotate_211_jpg.rf.cb10018a1bf9e73fc9c210ef5a6aa45e.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_11_rotate_261_jpg.rf.3987fdc82dc6aa276f286c2e96529791.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_11_rotate_261_jpg.rf.41702002ca18b0b9eb5dfc2a1ca6a2f3.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_11_rotate_261_jpg.rf.69f2f06b170e5cd2a55d7a4414198121.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_11_rotate_271_jpg.rf.7d1f707276b1456c3e19b401f8f6ea55.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_11_rotate_271_jpg.rf.d71ceb02680368cc22e53d9b69cc203c.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_11_rotate_271_jpg.rf.de65240aa475d3e40f492a6c3dd153b5.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_11_rotate_41_jpg.rf.2c6a48aed92f715fd2c80bb2f00b0b10.jpg,2-1-1,blastocyst,public,train
train/2-1-1/augmented_image_11_rotate_41_jpg.rf.5601695bad0a0c3179b7b45c2759e093.jpg,2-1-1,blastocyst,public,train
